,district,state,year,month,temperature,rainfall,humidity
108500,south 24 parganas,west bengal,2006,8,28.03,11.02,89.43
108501,haora,west bengal,2006,8,27.95,10.19,89.66
108502,kolkata,west bengal,2006,8,27.95,10.19,89.66
108505,hugli,west bengal,2006,8,27.99,8.39,88.96
108508,barddhaman,west bengal,2006,8,28.08,7.17,88.26
108509,nadia,west bengal,2006,8,28.11,6.47,88.01
108518,murshidabad,west bengal,2006,8,28.51,5.82,85.96
108525,maldah,west bengal,2006,8,28.7,4.78,84.79
108533,dakshin dinajpur,west bengal,2006,8,28.64,4.2,85.12
108541,uttar dinajpur,west bengal,2006,8,28.65,4.38,84.45
108553,east midnapore,west bengal,2007,8,28.24,9.02,88.62
108554,north 24 parganas,west bengal,2007,8,28.18,8.62,88.88
108555,south 24 parganas,west bengal,2007,8,28.18,8.62,88.88
108556,haora,west bengal,2007,8,28.01,8.31,89.88
108557,kolkata,west bengal,2007,8,28.01,8.31,89.88
108560,hugli,west bengal,2007,8,28.06,8.1,89.76
108563,barddhaman,west bengal,2007,8,28.2,8.15,89.28
108564,nadia,west bengal,2007,8,28.25,8.33,89.14
108573,murshidabad,west bengal,2007,8,28.61,6.94,87.13
108580,maldah,west bengal,2007,8,28.75,5.81,86.38
108588,dakshin dinajpur,west bengal,2007,8,28.73,5.46,86.61
108596,uttar dinajpur,west bengal,2007,8,28.65,6.68,86.69
108608,east midnapore,west bengal,2008,8,28.18,8.26,88.91
108609,north 24 parganas,west bengal,2008,8,28.06,8.43,89.14
108610,south 24 parganas,west bengal,2008,8,28.06,8.43,89.14
108611,haora,west bengal,2008,8,27.95,7.97,90.07
108612,kolkata,west bengal,2008,8,27.95,7.97,90.07
108615,hugli,west bengal,2008,8,27.95,7.52,89.73
108618,barddhaman,west bengal,2008,8,28.06,7.05,88.9
108619,nadia,west bengal,2008,8,27.98,6.91,89.38
108628,murshidabad,west bengal,2008,8,28.44,7.16,87.07
108635,maldah,west bengal,2008,8,28.56,7.89,86.65
108643,dakshin dinajpur,west bengal,2008,8,28.36,10.38,87.6
108651,uttar dinajpur,west bengal,2008,8,28.31,14.11,87.56
108663,east midnapore,west bengal,2009,8,28.37,12.36,88.8
108664,north 24 parganas,west bengal,2009,8,28.25,13.64,89.33
108665,south 24 parganas,west bengal,2009,8,28.25,13.64,89.33
108666,haora,west bengal,2009,8,28.16,12.8,89.7
108667,kolkata,west bengal,2009,8,28.16,12.8,89.7
108670,hugli,west bengal,2009,8,28.2,12.74,89.4
108673,barddhaman,west bengal,2009,8,28.34,11.8,88.74
108674,nadia,west bengal,2009,8,28.24,12.52,89.57
108683,murshidabad,west bengal,2009,8,28.71,11.44,87.02
108690,maldah,west bengal,2009,8,28.79,13.17,86.87
108698,dakshin dinajpur,west bengal,2009,8,28.58,16.83,88.01
108706,uttar dinajpur,west bengal,2009,8,28.42,16.99,88.39
108718,east midnapore,west bengal,2010,8,28.61,6.93,85.2
108719,north 24 parganas,west bengal,2010,8,28.5,7.33,85.83
108720,south 24 parganas,west bengal,2010,8,28.5,7.33,85.83
108721,haora,west bengal,2010,8,28.36,6.78,86.49
108722,kolkata,west bengal,2010,8,28.36,6.78,86.49
108725,hugli,west bengal,2010,8,28.34,6.36,86.56
108728,barddhaman,west bengal,2010,8,28.46,5.49,85.88
108729,nadia,west bengal,2010,8,28.34,6.32,87.04
108738,murshidabad,west bengal,2010,8,29.17,4.72,82.16
108745,maldah,west bengal,2010,8,29.11,5.62,83.27
108753,dakshin dinajpur,west bengal,2010,8,28.66,8.05,86.16
108761,uttar dinajpur,west bengal,2010,8,28.57,12.31,87.36
108773,east midnapore,west bengal,2011,8,28.13,14.94,88.94
108774,north 24 parganas,west bengal,2011,8,28.03,16.28,89.12
108775,south 24 parganas,west bengal,2011,8,28.03,16.28,89.12
108776,haora,west bengal,2011,8,27.78,14.72,90.84
108777,kolkata,west bengal,2011,8,27.78,14.72,90.84
108780,hugli,west bengal,2011,8,27.71,14.17,91.14
108783,barddhaman,west bengal,2011,8,27.75,13.62,90.82
108784,nadia,west bengal,2011,8,27.75,13.83,90.93
108793,murshidabad,west bengal,2011,8,28.17,13.46,88.76
108800,maldah,west bengal,2011,8,28.3,13.29,87.97
108808,dakshin dinajpur,west bengal,2011,8,28.22,15.26,88.43
108816,uttar dinajpur,west bengal,2011,8,28.05,16.88,89.01
108828,east midnapore,west bengal,2012,8,28.27,8.24,88.03
108829,north 24 parganas,west bengal,2012,8,28.16,8.53,88.66
108830,south 24 parganas,west bengal,2012,8,28.16,8.53,88.66
108831,haora,west bengal,2012,8,28.32,7.94,87.96
108832,kolkata,west bengal,2012,8,28.32,7.94,87.96
108835,hugli,west bengal,2012,8,28.43,7.24,87.67
108838,barddhaman,west bengal,2012,8,28.52,6.25,87.47
108839,nadia,west bengal,2012,8,28.48,6.05,87.91
108848,murshidabad,west bengal,2012,8,28.87,4.75,85.68
108855,maldah,west bengal,2012,8,28.99,4.24,85.05
108863,dakshin dinajpur,west bengal,2012,8,28.8,4.64,86.29
108871,uttar dinajpur,west bengal,2012,8,28.79,6.02,85.53
108883,east midnapore,west bengal,2013,8,28.32,13.0,87.23
108884,north 24 parganas,west bengal,2013,8,28.17,12.31,87.8
108885,south 24 parganas,west bengal,2013,8,28.17,12.31,87.8
108886,haora,west bengal,2013,8,27.94,12.4,89.48
108887,kolkata,west bengal,2013,8,27.94,12.4,89.48
108890,hugli,west bengal,2013,8,27.92,11.03,89.79
108893,barddhaman,west bengal,2013,8,28.0,9.18,89.54
108894,nadia,west bengal,2013,8,27.99,8.8,89.57
108903,murshidabad,west bengal,2013,8,28.45,7.45,87.2
108910,maldah,west bengal,2013,8,28.56,7.94,86.51
108918,dakshin dinajpur,west bengal,2013,8,28.28,9.71,88.18
108926,uttar dinajpur,west bengal,2013,8,28.34,13.29,87.11
108938,east midnapore,west bengal,2014,8,28.52,9.72,88.45
108939,north 24 parganas,west bengal,2014,8,28.43,9.04,88.76
108940,south 24 parganas,west bengal,2014,8,28.43,9.04,88.76
108941,haora,west bengal,2014,8,28.3,9.04,89.49
108942,kolkata,west bengal,2014,8,28.3,9.04,89.49
108945,hugli,west bengal,2014,8,28.3,9.03,88.97
108948,barddhaman,west bengal,2014,8,28.39,9.41,88.32
108949,nadia,west bengal,2014,8,28.34,9.02,88.81
108958,murshidabad,west bengal,2014,8,28.8,8.96,86.76
108965,maldah,west bengal,2014,8,28.9,8.15,86.37
108973,dakshin dinajpur,west bengal,2014,8,28.65,9.09,87.47
108981,uttar dinajpur,west bengal,2014,8,28.75,10.29,87.21
108993,east midnapore,west bengal,2015,8,28.62,8.29,87.64
108994,north 24 parganas,west bengal,2015,8,28.53,9.45,88.24
108995,south 24 parganas,west bengal,2015,8,28.53,9.45,88.24
108996,haora,west bengal,2015,8,28.37,7.19,89.03
108997,kolkata,west bengal,2015,8,28.37,7.19,89.03
109000,hugli,west bengal,2015,8,28.33,6.49,89.25
109003,barddhaman,west bengal,2015,8,28.38,5.94,89.02
109004,nadia,west bengal,2015,8,28.36,6.19,89.57
109013,murshidabad,west bengal,2015,8,28.77,6.54,87.19
109020,maldah,west bengal,2015,8,28.97,8.3,86.22
109028,dakshin dinajpur,west bengal,2015,8,28.66,14.1,88.33
109036,uttar dinajpur,west bengal,2015,8,28.93,13.68,86.57
109048,east midnapore,west bengal,2016,8,28.51,17.12,86.85
109049,north 24 parganas,west bengal,2016,8,28.39,22.82,87.64
109050,south 24 parganas,west bengal,2016,8,28.39,22.82,87.64
109051,haora,west bengal,2016,8,28.23,14.9,88.58
109052,kolkata,west bengal,2016,8,28.23,14.9,88.58
109055,hugli,west bengal,2016,8,28.23,14.67,88.57
109058,barddhaman,west bengal,2016,8,28.27,13.74,88.49
109059,nadia,west bengal,2016,8,28.19,18.18,89.6
109068,murshidabad,west bengal,2016,8,28.65,7.45,86.76
109075,maldah,west bengal,2016,8,28.88,4.96,85.84
109083,dakshin dinajpur,west bengal,2016,8,28.7,5.23,87.34
109091,uttar dinajpur,west bengal,2016,8,28.84,4.65,87.0
109103,east midnapore,west bengal,2017,8,28.61,10.11,87.47
109104,north 24 parganas,west bengal,2017,8,28.49,13.21,88.13
109105,south 24 parganas,west bengal,2017,8,28.49,13.21,88.13
109106,haora,west bengal,2017,8,28.25,9.59,89.71
109107,kolkata,west bengal,2017,8,28.25,9.59,89.71
109110,hugli,west bengal,2017,8,28.16,9.87,90.22
109113,barddhaman,west bengal,2017,8,28.21,9.3,89.95
109114,nadia,west bengal,2017,8,28.24,10.28,90.16
109123,murshidabad,west bengal,2017,8,28.56,10.07,88.42
109130,maldah,west bengal,2017,8,28.68,12.61,88.17
109138,dakshin dinajpur,west bengal,2017,8,28.51,20.76,89.44
109146,uttar dinajpur,west bengal,2017,8,28.61,19.37,88.9
109158,east midnapore,west bengal,2018,8,28.73,9.68,86.78
109159,north 24 parganas,west bengal,2018,8,28.63,9.93,87.45
109160,south 24 parganas,west bengal,2018,8,28.63,9.93,87.45
109161,haora,west bengal,2018,8,28.48,9.29,88.4
109162,kolkata,west bengal,2018,8,28.48,9.29,88.4
109165,hugli,west bengal,2018,8,28.47,8.55,88.62
109168,barddhaman,west bengal,2018,8,28.56,7.24,88.54
109169,nadia,west bengal,2018,8,28.45,6.32,89.64
109178,murshidabad,west bengal,2018,8,29.05,6.03,86.75
109185,maldah,west bengal,2018,8,29.09,6.83,86.64
109193,dakshin dinajpur,west bengal,2018,8,28.82,7.59,88.22
109201,uttar dinajpur,west bengal,2018,8,28.93,8.49,87.11
109213,east midnapore,west bengal,2019,8,28.94,16.26,85.79
109214,north 24 parganas,west bengal,2019,8,28.72,20.47,87.46
109215,south 24 parganas,west bengal,2019,8,28.72,20.47,87.46
109216,haora,west bengal,2019,8,28.89,12.2,86.01
109217,kolkata,west bengal,2019,8,28.89,12.2,86.01
109220,hugli,west bengal,2019,8,28.89,10.61,86.21
109223,barddhaman,west bengal,2019,8,28.94,7.81,86.25
109224,nadia,west bengal,2019,8,28.65,11.2,88.51
109233,murshidabad,west bengal,2019,8,29.26,5.0,85.79
109240,maldah,west bengal,2019,8,29.27,5.9,86.19
109248,dakshin dinajpur,west bengal,2019,8,29.06,10.52,87.72
109256,uttar dinajpur,west bengal,2019,8,29.21,8.55,86.93
109268,east midnapore,west bengal,2020,8,28.92,17.12,87.99
109269,north 24 parganas,west bengal,2020,8,28.77,17.7,88.86
109270,south 24 parganas,west bengal,2020,8,28.77,17.7,88.86
109271,haora,west bengal,2020,8,28.69,12.88,89.43
109272,kolkata,west bengal,2020,8,28.69,12.88,89.43
109275,hugli,west bengal,2020,8,28.63,10.89,89.74
109278,barddhaman,west bengal,2020,8,28.64,8.85,89.49
109279,nadia,west bengal,2020,8,28.58,9.19,89.91
109288,murshidabad,west bengal,2020,8,28.86,6.01,88.18
109295,maldah,west bengal,2020,8,28.94,6.47,88.09
109303,dakshin dinajpur,west bengal,2020,8,28.87,9.8,88.63
109311,uttar dinajpur,west bengal,2020,8,28.85,11.1,88.95
109323,east midnapore,west bengal,2021,8,28.6,10.86,88.58
109324,north 24 parganas,west bengal,2021,8,28.55,10.85,88.96
109325,south 24 parganas,west bengal,2021,8,28.55,10.85,88.96
109326,haora,west bengal,2021,8,28.19,9.58,90.73
109327,kolkata,west bengal,2021,8,28.19,9.58,90.73
109330,hugli,west bengal,2021,8,28.11,8.48,90.92
109333,barddhaman,west bengal,2021,8,28.2,7.62,90.13
109334,nadia,west bengal,2021,8,28.2,10.77,90.8
109343,murshidabad,west bengal,2021,8,28.55,7.93,88.15
109350,maldah,west bengal,2021,8,28.64,9.64,88.06
109358,dakshin dinajpur,west bengal,2021,8,28.42,14.75,89.4
109366,uttar dinajpur,west bengal,2021,8,28.39,17.31,89.71
109378,east midnapore,west bengal,2022,8,28.62,13.18,86.78
109379,north 24 parganas,west bengal,2022,8,28.58,13.37,87.02
109380,south 24 parganas,west bengal,2022,8,28.58,13.37,87.02
109381,haora,west bengal,2022,8,28.45,10.79,87.3
109382,kolkata,west bengal,2022,8,28.45,10.79,87.3
109385,hugli,west bengal,2022,8,28.53,8.94,86.42
109388,barddhaman,west bengal,2022,8,28.71,7.42,85.02
109389,nadia,west bengal,2022,8,28.73,6.91,85.14
109398,murshidabad,west bengal,2022,8,29.3,5.42,81.8
109405,maldah,west bengal,2022,8,29.32,5.59,82.34
109413,dakshin dinajpur,west bengal,2022,8,28.87,7.99,85.59
109421,uttar dinajpur,west bengal,2022,8,28.86,9.35,86.55
109433,east midnapore,west bengal,2023,8,29.02,11.63,85.86
109434,north 24 parganas,west bengal,2023,8,28.9,14.45,86.91
109435,south 24 parganas,west bengal,2023,8,28.9,14.45,86.91
109436,haora,west bengal,2023,8,28.86,9.76,85.99
109437,kolkata,west bengal,2023,8,28.86,9.76,85.99
109440,hugli,west bengal,2023,8,28.93,8.76,85.3
109443,barddhaman,west bengal,2023,8,29.04,7.85,84.57
109444,nadia,west bengal,2023,8,28.99,8.98,85.4
109453,murshidabad,west bengal,2023,8,29.36,8.98,83.55
109460,maldah,west bengal,2023,8,29.28,11.41,84.83
109468,dakshin dinajpur,west bengal,2023,8,29.01,14.14,87.43
109476,uttar dinajpur,west bengal,2023,8,28.95,18.98,88.07
113113,jalpaiguri,west bengal,2000,8,28.33,7.56,84.95
113114,kochbihar,west bengal,2000,8,27.92,9.17,86.21
113125,darjiling,west bengal,2000,8,22.42,6.47,87.37
113152,jalpaiguri,west bengal,2001,8,28.67,7.65,84.47
113153,kochbihar,west bengal,2001,8,28.4,8.09,84.43
113164,darjiling,west bengal,2001,8,22.74,6.66,86.04
113191,jalpaiguri,west bengal,2002,8,27.65,8.63,88.11
113192,kochbihar,west bengal,2002,8,27.48,9.92,87.02
113203,darjiling,west bengal,2002,8,21.93,6.38,88.95
113230,jalpaiguri,west bengal,2003,8,28.35,5.21,86.97
113231,kochbihar,west bengal,2003,8,28.2,5.91,86.35
113242,darjiling,west bengal,2003,8,22.43,4.43,89.36
113269,jalpaiguri,west bengal,2004,8,28.19,8.49,87.44
113270,kochbihar,west bengal,2004,8,28.04,7.39,86.62
113281,darjiling,west bengal,2004,8,22.2,7.14,89.44
113308,jalpaiguri,west bengal,2005,8,28.24,16.46,87.33
113309,kochbihar,west bengal,2005,8,28.01,16.33,86.92
113320,darjiling,west bengal,2005,8,22.33,13.52,89.84
113347,jalpaiguri,west bengal,2006,8,28.33,4.9,84.12
113348,kochbihar,west bengal,2006,8,28.33,5.02,82.42
113359,darjiling,west bengal,2006,8,22.42,4.5,86.88
113386,jalpaiguri,west bengal,2007,8,28.15,7.55,86.69
113387,kochbihar,west bengal,2007,8,28.04,6.32,85.6
113398,darjiling,west bengal,2007,8,22.35,7.39,89.19
113425,jalpaiguri,west bengal,2008,8,27.75,16.42,87.78
113426,kochbihar,west bengal,2008,8,27.55,13.42,87.38
113437,darjiling,west bengal,2008,8,21.75,14.06,90.65
113464,jalpaiguri,west bengal,2009,8,27.85,17.89,88.45
113465,kochbihar,west bengal,2009,8,27.68,19.62,87.73
113476,darjiling,west bengal,2009,8,22.04,12.03,90.71
113503,jalpaiguri,west bengal,2010,8,27.96,14.83,88.24
113504,kochbihar,west bengal,2010,8,27.74,12.19,87.76
113515,darjiling,west bengal,2010,8,22.1,13.58,91.12
113542,jalpaiguri,west bengal,2011,8,27.53,18.48,88.38
113543,kochbihar,west bengal,2011,8,27.35,17.91,86.98
113554,darjiling,west bengal,2011,8,21.56,13.92,90.79
113581,jalpaiguri,west bengal,2012,8,28.38,8.01,86.05
113582,kochbihar,west bengal,2012,8,28.17,7.66,86.96
113593,darjiling,west bengal,2012,8,22.61,7.72,86.93
113620,jalpaiguri,west bengal,2013,8,27.76,15.43,88.47
113621,kochbihar,west bengal,2013,8,27.52,11.89,88.67
113632,darjiling,west bengal,2013,8,22.09,13.65,89.42
113659,jalpaiguri,west bengal,2014,8,28.09,11.9,88.83
113660,kochbihar,west bengal,2014,8,27.76,11.5,89.24
113671,darjiling,west bengal,2014,8,22.29,9.47,90.5
113698,jalpaiguri,west bengal,2015,8,28.09,18.7,89.44
113699,kochbihar,west bengal,2015,8,27.77,16.42,89.86
113710,darjiling,west bengal,2015,8,22.15,15.22,91.75
113737,jalpaiguri,west bengal,2016,8,28.43,7.37,87.81
113738,kochbihar,west bengal,2016,8,28.3,8.47,87.35
113749,darjiling,west bengal,2016,8,22.74,5.82,89.35
113776,jalpaiguri,west bengal,2017,8,28.06,24.4,89.75
113777,kochbihar,west bengal,2017,8,27.8,21.75,89.87
113788,darjiling,west bengal,2017,8,22.35,15.38,91.67
113815,jalpaiguri,west bengal,2018,8,28.48,14.54,87.4
113816,kochbihar,west bengal,2018,8,28.3,13.45,87.07
113827,darjiling,west bengal,2018,8,22.61,11.95,89.45
113854,jalpaiguri,west bengal,2019,8,28.78,11.67,87.45
113855,kochbihar,west bengal,2019,8,28.65,9.76,86.55
113866,darjiling,west bengal,2019,8,22.84,8.35,90.24
113893,jalpaiguri,west bengal,2020,8,28.34,15.71,89.48
113894,kochbihar,west bengal,2020,8,28.14,12.54,88.81
113905,darjiling,west bengal,2020,8,22.64,13.42,91.66
113932,jalpaiguri,west bengal,2021,8,27.81,21.59,90.64
113933,kochbihar,west bengal,2021,8,27.59,19.65,90.33
113944,darjiling,west bengal,2021,8,22.08,16.52,92.74
113971,jalpaiguri,west bengal,2022,8,28.32,14.03,88.17
113972,kochbihar,west bengal,2022,8,28.19,11.12,87.34
113983,darjiling,west bengal,2022,8,22.64,12.65,91.1
114010,jalpaiguri,west bengal,2023,8,28.34,20.92,89.59
114011,kochbihar,west bengal,2023,8,28.15,16.8,89.11
114022,darjiling,west bengal,2023,8,22.62,18.35,92.4
118418,west midnapore,west bengal,2000,9,27.38,6.97,88.8
118427,bankura,west bengal,2000,9,27.11,6.53,87.19
118437,puruliya,west bengal,2000,9,26.35,7.57,87.49
118448,birbhum,west bengal,2000,9,27.05,8.82,88.11
118588,west midnapore,west bengal,2001,9,27.55,6.32,88.39
118597,bankura,west bengal,2001,9,27.17,5.44,87.5
118607,puruliya,west bengal,2001,9,26.54,4.15,87.12
118618,birbhum,west bengal,2001,9,27.51,6.8,86.72
118758,west midnapore,west bengal,2002,9,27.12,8.37,89.96
118767,bankura,west bengal,2002,9,26.71,8.29,88.53
118777,puruliya,west bengal,2002,9,26.04,8.77,88.27
118788,birbhum,west bengal,2002,9,26.96,7.15,88.11
118928,west midnapore,west bengal,2003,9,27.67,5.4,89.64
118937,bankura,west bengal,2003,9,27.4,6.54,88.93
118947,puruliya,west bengal,2003,9,26.76,7.44,89.43
118958,birbhum,west bengal,2003,9,27.69,5.05,87.79
119098,west midnapore,west bengal,2004,9,27.08,8.61,90.67
119107,bankura,west bengal,2004,9,26.69,6.4,89.73
119117,puruliya,west bengal,2004,9,26.34,4.83,88.23
119128,birbhum,west bengal,2004,9,26.75,7.87,90.11
119268,west midnapore,west bengal,2005,9,27.47,7.92,89.93
119277,bankura,west bengal,2005,9,27.32,6.52,87.75
119287,puruliya,west bengal,2005,9,26.77,5.3,86.91
119298,birbhum,west bengal,2005,9,27.63,4.78,87.19
119438,west midnapore,west bengal,2006,9,27.26,12.05,90.2
119447,bankura,west bengal,2006,9,26.92,10.68,89.04
119457,puruliya,west bengal,2006,9,26.43,10.2,88.52
119468,birbhum,west bengal,2006,9,27.26,9.83,88.03
119608,west midnapore,west bengal,2007,9,27.26,15.78,91.63
119617,bankura,west bengal,2007,9,26.87,13.53,91.09
119627,puruliya,west bengal,2007,9,26.32,11.94,90.89
119638,birbhum,west bengal,2007,9,27.12,11.3,90.37
119778,west midnapore,west bengal,2008,9,27.12,8.16,89.73
119787,bankura,west bengal,2008,9,26.83,6.95,88.51
119797,puruliya,west bengal,2008,9,26.39,6.13,87.34
119808,birbhum,west bengal,2008,9,27.25,6.7,87.19
119948,west midnapore,west bengal,2009,9,27.61,11.02,89.78
119957,bankura,west bengal,2009,9,27.28,9.67,88.74
119967,puruliya,west bengal,2009,9,26.76,9.12,87.94
119978,birbhum,west bengal,2009,9,27.38,8.84,89.0
120118,west midnapore,west bengal,2010,9,27.69,10.06,86.8
120127,bankura,west bengal,2010,9,27.51,8.84,83.93
120137,puruliya,west bengal,2010,9,26.93,8.9,83.63
120148,birbhum,west bengal,2010,9,27.46,7.82,85.73
120288,west midnapore,west bengal,2011,9,27.31,11.31,90.76
120297,bankura,west bengal,2011,9,26.86,13.39,90.7
120307,puruliya,west bengal,2011,9,26.29,12.72,90.69
120318,birbhum,west bengal,2011,9,27.16,9.69,90.08
120458,west midnapore,west bengal,2012,9,27.53,7.51,88.45
120467,bankura,west bengal,2012,9,26.95,8.69,88.61
120477,puruliya,west bengal,2012,9,26.19,8.63,88.47
120488,birbhum,west bengal,2012,9,27.14,7.22,88.03
120628,west midnapore,west bengal,2013,9,27.61,9.31,89.41
120637,bankura,west bengal,2013,9,27.16,8.62,89.05
120647,puruliya,west bengal,2013,9,26.62,7.75,87.71
120658,birbhum,west bengal,2013,9,27.61,6.5,87.42
120798,west midnapore,west bengal,2014,9,27.77,7.41,86.86
120807,bankura,west bengal,2014,9,27.44,6.95,85.57
120817,puruliya,west bengal,2014,9,26.82,5.64,85.14
120828,birbhum,west bengal,2014,9,27.69,6.21,85.8
120968,west midnapore,west bengal,2015,9,27.94,5.32,85.82
120977,bankura,west bengal,2015,9,27.67,5.0,83.8
120987,puruliya,west bengal,2015,9,27.09,4.29,82.91
120998,birbhum,west bengal,2015,9,28.04,5.27,83.06
121138,west midnapore,west bengal,2016,9,27.44,9.58,89.98
121147,bankura,west bengal,2016,9,27.09,10.62,89.77
121157,puruliya,west bengal,2016,9,26.58,11.88,89.83
121168,birbhum,west bengal,2016,9,27.51,10.57,89.04
121308,west midnapore,west bengal,2017,9,27.87,7.02,89.25
121317,bankura,west bengal,2017,9,27.6,7.13,88.54
121327,puruliya,west bengal,2017,9,27.33,6.79,87.04
121338,birbhum,west bengal,2017,9,27.84,6.43,88.94
121478,west midnapore,west bengal,2018,9,27.86,7.43,87.05
121487,bankura,west bengal,2018,9,27.43,6.1,86.28
121497,puruliya,west bengal,2018,9,26.72,5.54,86.47
121508,birbhum,west bengal,2018,9,27.69,5.51,86.21
121648,west midnapore,west bengal,2019,9,27.6,11.02,89.45
121657,bankura,west bengal,2019,9,27.27,9.17,88.79
121667,puruliya,west bengal,2019,9,26.66,10.27,89.01
121678,birbhum,west bengal,2019,9,27.59,8.99,88.05
121818,west midnapore,west bengal,2020,9,27.99,4.74,89.25
121827,bankura,west bengal,2020,9,27.53,4.6,89.05
121837,puruliya,west bengal,2020,9,26.97,5.74,89.19
121848,birbhum,west bengal,2020,9,27.71,6.93,89.84
121988,west midnapore,west bengal,2021,9,27.5,19.48,90.39
121997,bankura,west bengal,2021,9,27.04,15.87,90.41
122007,puruliya,west bengal,2021,9,26.49,13.81,89.85
122018,birbhum,west bengal,2021,9,27.34,9.63,89.48
122158,west midnapore,west bengal,2022,9,27.77,6.83,89.34
122167,bankura,west bengal,2022,9,27.38,6.52,88.64
122177,puruliya,west bengal,2022,9,26.84,6.49,88.61
122188,birbhum,west bengal,2022,9,27.72,6.57,88.15
122328,west midnapore,west bengal,2023,9,28.22,9.77,88.84
122337,bankura,west bengal,2023,9,27.85,8.26,88.11
122347,puruliya,west bengal,2023,9,27.18,8.63,88.51
122358,birbhum,west bengal,2023,9,28.04,9.24,88.43
122424,east midnapore,west bengal,2000,9,27.75,7.31,88.08
122425,north 24 parganas,west bengal,2000,9,27.64,6.82,88.43
122426,south 24 parganas,west bengal,2000,9,27.64,6.82,88.43
